target;source;weight
Sattel;Andere Gemeinden;35
Sattel;Andere Gemeinden;10
Sattel;Luzern;13
Sattel;Andere Gemeinden;21
Sattel;Andere Gemeinden;5
Sattel;Einsiedeln;21
Sattel;Feusisberg;7
Sattel;Freienbach;17
Sattel;Wollerau;6
Sattel;Küssnacht (SZ);19
Sattel;Lachen;6
Sattel;Arth;30
Sattel;Ingenbohl;14
Sattel;Muotathal;5
Sattel;Rothenthurm;29
Sattel;Sattel;237
Sattel;Schwyz;159
Sattel;Steinen;14
Sattel;Steinerberg;12
Sattel;Andere Gemeinden;19
Sattel;Baar;60
Sattel;Cham;10
Sattel;Hünenberg;6
Sattel;Menzingen;6
Sattel;Oberägeri;33
Sattel;Risch;17
Sattel;Steinhausen;7
Sattel;Unterägeri;46
Sattel;Walchwil;8
Sattel;Zug;77
Sattel;Andere Gemeinden;8
Sattel;Andere Gemeinden;10
Sattel;Andere Gemeinden;18
Schwyz;Affoltern am Albis;9
Schwyz;Kloten;17
Schwyz;Wallisellen;5
Schwyz;Hinwil;5
Schwyz;Adliswil;6
Schwyz;Horgen;8
Schwyz;Richterswil;14
Schwyz;Wädenswil;5
Schwyz;Winterthur;7
Schwyz;Birmensdorf (ZH);5
Schwyz;Dietikon;9
Schwyz;Schlieren;6
Schwyz;Zürich;175
Schwyz;Andere Gemeinden;47
Schwyz;Bern;16
Schwyz;Andere Gemeinden;16
Schwyz;Emmen;44
Schwyz;Eschenbach (LU);5
Schwyz;Rothenburg;6
Schwyz;Buchrain;6
Schwyz;Ebikon;7
Schwyz;Kriens;21
Schwyz;Luzern;192
Schwyz;Meierskappel;5
Schwyz;Root;13
Schwyz;Vitznau;7
Schwyz;Weggis;29
Schwyz;Sursee;6
Schwyz;Andere Gemeinden;43
Schwyz;Altdorf (UR);55
Schwyz;Bürglen (UR);5
Schwyz;Erstfeld;6
Schwyz;Flüelen;9
Schwyz;Schattdorf;24
Schwyz;Andere Gemeinden;16
Schwyz;Einsiedeln;44
Schwyz;Gersau;36
Schwyz;Feusisberg;13
Schwyz;Freienbach;34
Schwyz;Wollerau;13
Schwyz;Küssnacht (SZ);190
Schwyz;Lachen;8
Schwyz;Alpthal;12
Schwyz;Arth;229
Schwyz;Illgau;13
Schwyz;Ingenbohl;416
Schwyz;Lauerz;17
Schwyz;Morschach;89
Schwyz;Muotathal;95
Schwyz;Rothenthurm;43
Schwyz;Sattel;18
Schwyz;Schwyz;4758
Schwyz;Steinen;143
Schwyz;Steinerberg;18
Schwyz;Unteriberg;5
Schwyz;Andere Gemeinden;16
Schwyz;Andere Gemeinden;9
Schwyz;Stans;8
Schwyz;Andere Gemeinden;5
Schwyz;Baar;109
Schwyz;Cham;69
Schwyz;Hünenberg;45
Schwyz;Menzingen;5
Schwyz;Neuheim;5
Schwyz;Oberägeri;25
Schwyz;Risch;86
Schwyz;Steinhausen;57
Schwyz;Unterägeri;43
Schwyz;Walchwil;13
Schwyz;Zug;241
Schwyz;Granges-Paccot;19
Schwyz;Andere Gemeinden;5
Schwyz;Basel;12
Schwyz;Andere Gemeinden;8
Schwyz;Thal;8
Schwyz;Rapperswil-Jona;10
Schwyz;Andere Gemeinden;12
Schwyz;Baden;6
Schwyz;Dietwil;5
Schwyz;Muri (AG);9
Schwyz;Sins;9
Schwyz;Andere Gemeinden;22
Schwyz;Andere Gemeinden;16
Steinen;Zürich;28
Steinen;Andere Gemeinden;27
Steinen;Bern;10
Steinen;Andere Gemeinden;6
Steinen;Emmen;12
Steinen;Kriens;5
Steinen;Luzern;52
Steinen;Andere Gemeinden;37
Steinen;Altdorf (UR);9
Steinen;Andere Gemeinden;6
Steinen;Einsiedeln;19
Steinen;Gersau;7
Steinen;Freienbach;5
Steinen;Küssnacht (SZ);60
Steinen;Arth;118
Steinen;Ingenbohl;79
Steinen;Lauerz;11
Steinen;Morschach;16
Steinen;Muotathal;9
Steinen;Rothenthurm;13
Steinen;Sattel;16
Steinen;Schwyz;497
Steinen;Steinen;424
Steinen;Steinerberg;21
Steinen;Andere Gemeinden;12
Steinen;Andere Gemeinden;6
Steinen;Baar;41
Steinen;Cham;22
Steinen;Hünenberg;10
Steinen;Oberägeri;10
Steinen;Risch;28
Steinen;Steinhausen;12
Steinen;Unterägeri;16
Steinen;Walchwil;11
Steinen;Zug;105
Steinen;Granges-Paccot;10
Steinen;Andere Gemeinden;6
Steinen;Andere Gemeinden;7
Steinen;Andere Gemeinden;18
Steinerberg;Zürich;7
Steinerberg;Andere Gemeinden;13
Steinerberg;Luzern;19
Steinerberg;Andere Gemeinden;12
Steinerberg;Andere Gemeinden;7
Steinerberg;Küssnacht (SZ);15
Steinerberg;Arth;41
Steinerberg;Ingenbohl;13
Steinerberg;Rothenthurm;7
Steinerberg;Sattel;5
Steinerberg;Schwyz;87
Steinerberg;Steinen;19
Steinerberg;Steinerberg;118
Steinerberg;Andere Gemeinden;18
Steinerberg;Baar;12
Steinerberg;Oberägeri;7
Steinerberg;Risch;11
Steinerberg;Unterägeri;8
Steinerberg;Zug;36
Steinerberg;Andere Gemeinden;9
Steinerberg;Andere Gemeinden;5
Steinerberg;Andere Gemeinden;9
Unteriberg;Horgen;10
Unteriberg;Richterswil;15
Unteriberg;Rüschlikon;8
Unteriberg;Thalwil;5
Unteriberg;Wädenswil;20
Unteriberg;Zürich;54
Unteriberg;Andere Gemeinden;45
Unteriberg;Andere Gemeinden;6
Unteriberg;Einsiedeln;299
Unteriberg;Feusisberg;40
Unteriberg;Freienbach;38
Unteriberg;Wollerau;15
Unteriberg;Küssnacht (SZ);6
Unteriberg;Altendorf;13
Unteriberg;Lachen;17
Unteriberg;Arth;5
Unteriberg;Oberiberg;48
Unteriberg;Rothenthurm;5
Unteriberg;Schwyz;55
Unteriberg;Unteriberg;470
Unteriberg;Andere Gemeinden;28
Unteriberg;Zug;7
Unteriberg;Andere Gemeinden;11
Unteriberg;Rapperswil-Jona;5
Unteriberg;Andere Gemeinden;9
Unteriberg;Andere Gemeinden;19
Alpnach;Dietikon;10
Alpnach;Schlieren;5
Alpnach;Zürich;23
Alpnach;Andere Gemeinden;30
Alpnach;Bern;7
Alpnach;Andere Gemeinden;13
Alpnach;Emmen;60
Alpnach;Hochdorf;7
Alpnach;Rothenburg;23
Alpnach;Adligenswil;6
Alpnach;Buchrain;5
Alpnach;Ebikon;27
Alpnach;Horw;73
Alpnach;Kriens;120
Alpnach;Luzern;478
Alpnach;Malters;13
Alpnach;Meggen;5
Alpnach;Sursee;9
Alpnach;Andere Gemeinden;53
Alpnach;Altdorf (UR);9
Alpnach;Andere Gemeinden;7
Alpnach;Küssnacht (SZ);8
Alpnach;Schwyz;5
Alpnach;Andere Gemeinden;8
Alpnach;Alpnach;942
Alpnach;Engelberg;14
Alpnach;Giswil;36
Alpnach;Kerns;94
Alpnach;Lungern;33
Alpnach;Sachseln;174
Alpnach;Sarnen;554
Alpnach;Beckenried;11
Alpnach;Buochs;12
Alpnach;Dallenwil;5
Alpnach;Ennetbürgen;16
Alpnach;Ennetmoos;6
Alpnach;Hergiswil (NW);49
Alpnach;Oberdorf (NW);19
Alpnach;Stans;163
Alpnach;Stansstad;38
Alpnach;Wolfenschiessen;9
Alpnach;Baar;15
Alpnach;Cham;12
Alpnach;Hünenberg;9
Alpnach;Risch;17
Alpnach;Steinhausen;8
Alpnach;Zug;23
Alpnach;Andere Gemeinden;6
Alpnach;Andere Gemeinden;6
Alpnach;Andere Gemeinden;8
Alpnach;Andere Gemeinden;33
Alpnach;Andere Gemeinden;21
Engelberg;Wettswil am Albis;12
Engelberg;Kloten;5
Engelberg;Zürich;44
Engelberg;Andere Gemeinden;21
Engelberg;Bern;6
Engelberg;Andere Gemeinden;11
Engelberg;Emmen;17
Engelberg;Rothenburg;6
Engelberg;Horw;22
Engelberg;Kriens;21
Engelberg;Luzern;105
Engelberg;Andere Gemeinden;24
Engelberg;Andermatt;9
Engelberg;Küssnacht (SZ);8
Engelberg;Andere Gemeinden;10
Engelberg;Alpnach;8
Engelberg;Engelberg;1481
Engelberg;Kerns;10
Engelberg;Sarnen;40
Engelberg;Andere Gemeinden;10
Engelberg;Buochs;13
Engelberg;Dallenwil;10
Engelberg;Ennetbürgen;6
Engelberg;Ennetmoos;7
Engelberg;Hergiswil (NW);12
Engelberg;Oberdorf (NW);28
Engelberg;Stans;106
Engelberg;Stansstad;10
Engelberg;Wolfenschiessen;37
Engelberg;Baar;10
Engelberg;Zug;18
Engelberg;Andere Gemeinden;12
Engelberg;Basel;10
Engelberg;Andere Gemeinden;11
Engelberg;Andere Gemeinden;15
Engelberg;Andere Gemeinden;18
Giswil;Zürich;15
Giswil;Andere Gemeinden;13
Giswil;Bern;9
Giswil;Interlaken;10
Giswil;Hasliberg;6
Giswil;Meiringen;14
Giswil;Andere Gemeinden;15
Giswil;Emmen;36
Giswil;Rothenburg;10
Giswil;Ebikon;6
Giswil;Horw;23
Giswil;Kriens;29
Giswil;Luzern;133
Giswil;Andere Gemeinden;27
Giswil;Altdorf (UR);14
Giswil;Küssnacht (SZ);7
Giswil;Andere Gemeinden;9
Giswil;Alpnach;81
Giswil;Giswil;604
Giswil;Kerns;50
Giswil;Lungern;106
Giswil;Sachseln;225
Giswil;Sarnen;292
Giswil;Buochs;5
Giswil;Ennetbürgen;5
Giswil;Ennetmoos;8
Giswil;Hergiswil (NW);23
Giswil;Oberdorf (NW);6
Giswil;Stans;66
Giswil;Stansstad;14
Giswil;Andere Gemeinden;7
Giswil;Baar;6
Giswil;Cham;5
Giswil;Zug;9
Giswil;Andere Gemeinden;10
Giswil;Andere Gemeinden;8
Giswil;Andere Gemeinden;9
Kerns;Kloten;5
Kerns;Dietikon;5
Kerns;Zürich;13
Kerns;Andere Gemeinden;18
Kerns;Bern;12
Kerns;Hasliberg;5
Kerns;Meiringen;5
Kerns;Andere Gemeinden;9
Kerns;Emmen;49
Kerns;Inwil;5
Kerns;Rothenburg;17
Kerns;Adligenswil;5
Kerns;Ebikon;12
Kerns;Horw;44
Kerns;Kriens;59
Kerns;Luzern;229
Kerns;Malters;7
Kerns;Root;5
Kerns;Andere Gemeinden;49
Kerns;Altdorf (UR);16
Kerns;Andere Gemeinden;7
Kerns;Küssnacht (SZ);6
Kerns;Andere Gemeinden;7
Kerns;Alpnach;153
Kerns;Engelberg;10
Kerns;Giswil;56
Kerns;Kerns;989
Kerns;Lungern;41
Kerns;Sachseln;210
Kerns;Sarnen;853
Kerns;Beckenried;10
Kerns;Buochs;16
Kerns;Dallenwil;9
Kerns;Ennetbürgen;12
Kerns;Ennetmoos;22
Kerns;Hergiswil (NW);34
Kerns;Oberdorf (NW);11
Kerns;Stans;161
Kerns;Stansstad;29
Kerns;Wolfenschiessen;9
Kerns;Baar;7
Kerns;Cham;11
Kerns;Hünenberg;6
Kerns;Risch;11
Kerns;Zug;11
Kerns;Andere Gemeinden;5
Kerns;Aarau;5
Kerns;Andere Gemeinden;16
Kerns;Andere Gemeinden;12
Lungern;Zürich;11
Lungern;Andere Gemeinden;9
Lungern;Bern;7
Lungern;Brienz (BE);7
Lungern;Interlaken;6
Lungern;Hasliberg;20
Lungern;Meiringen;34
Lungern;Andere Gemeinden;21
Lungern;Emmen;9
Lungern;Horw;7
Lungern;Kriens;17
Lungern;Luzern;51
Lungern;Andere Gemeinden;13
Lungern;Alpnach;25
Lungern;Giswil;41
Lungern;Kerns;26
Lungern;Lungern;492
Lungern;Sachseln;64
Lungern;Sarnen;108
Lungern;Stans;27
Lungern;Andere Gemeinden;19
Lungern;Andere Gemeinden;6
Lungern;Andere Gemeinden;17
Sachseln;Dietikon;8
Sachseln;Zürich;28
Sachseln;Andere Gemeinden;10
Sachseln;Bern;12
Sachseln;Interlaken;6
Sachseln;Andere Gemeinden;16
Sachseln;Emmen;36
Sachseln;Eschenbach (LU);5
Sachseln;Rothenburg;10
Sachseln;Ebikon;13
Sachseln;Horw;43
Sachseln;Kriens;48
Sachseln;Luzern;225
Sachseln;Root;6
Sachseln;Sursee;6
Sachseln;Andere Gemeinden;39
Sachseln;Altdorf (UR);5
Sachseln;Andere Gemeinden;6
Sachseln;Küssnacht (SZ);6
Sachseln;Andere Gemeinden;9
Sachseln;Alpnach;135
Sachseln;Giswil;87
Sachseln;Kerns;121
Sachseln;Lungern;41
Sachseln;Sachseln;893
Sachseln;Sarnen;539
Sachseln;Buochs;6
Sachseln;Dallenwil;8
Sachseln;Ennetbürgen;11
Sachseln;Ennetmoos;6
Sachseln;Hergiswil (NW);27
Sachseln;Oberdorf (NW);11
Sachseln;Stans;87
Sachseln;Stansstad;12
Sachseln;Wolfenschiessen;9
Sachseln;Baar;14
Sachseln;Cham;10
Sachseln;Risch;8
Sachseln;Zug;15
Sachseln;Andere Gemeinden;11
Sachseln;Andere Gemeinden;5
Sachseln;Andere Gemeinden;16
Sachseln;Andere Gemeinden;17
Sarnen;Zürich;67
Sarnen;Andere Gemeinden;54
Sarnen;Bern;12
Sarnen;Interlaken;6
Sarnen;Hasliberg;8
Sarnen;Meiringen;7
Sarnen;Andere Gemeinden;23
Sarnen;Emmen;73
Sarnen;Hochdorf;7
Sarnen;Rothenburg;19
Sarnen;Adligenswil;5
Sarnen;Buchrain;6
Sarnen;Dierikon;8
Sarnen;Ebikon;16
Sarnen;Horw;41
Sarnen;Kriens;104
Sarnen;Luzern;510
Sarnen;Malters;13
Sarnen;Root;12
Sarnen;Schwarzenberg;5
Sarnen;Neuenkirch;7
Sarnen;Nottwil;6
Sarnen;Reiden;7
Sarnen;Andere Gemeinden;70
Sarnen;Altdorf (UR);10
Sarnen;Andere Gemeinden;11
Sarnen;Küssnacht (SZ);13
Sarnen;Arth;5
Sarnen;Schwyz;5
Sarnen;Andere Gemeinden;8
Sarnen;Alpnach;298
Sarnen;Engelberg;18
Sarnen;Giswil;98
Sarnen;Kerns;231
Sarnen;Lungern;53
Sarnen;Sachseln;400
Sarnen;Sarnen;2650
Sarnen;Beckenried;7
Sarnen;Buochs;16
Sarnen;Dallenwil;7
Sarnen;Ennetbürgen;27
Sarnen;Ennetmoos;19
Sarnen;Hergiswil (NW);53
Sarnen;Oberdorf (NW);16
Sarnen;Stans;204
Sarnen;Stansstad;20
Sarnen;Wolfenschiessen;5
Sarnen;Baar;20
Sarnen;Cham;16
Sarnen;Hünenberg;6
Sarnen;Risch;20
Sarnen;Steinhausen;10
Sarnen;Zug;40
Sarnen;Andere Gemeinden;6
Sarnen;Basel;11
Sarnen;Reinach (BL);5
Sarnen;Andere Gemeinden;38
Sarnen;Andere Gemeinden;21
Beckenried;Zürich;18
Beckenried;Andere Gemeinden;19
Beckenried;Bern;5
Beckenried;Andere Gemeinden;13
Beckenried;Emmen;27
Beckenried;Ebikon;10
Beckenried;Horw;23
Beckenried;Kriens;33
Beckenried;Luzern;195
Beckenried;Malters;7
Beckenried;Root;5
Beckenried;Weggis;5
Beckenried;Sursee;8
Beckenried;Andere Gemeinden;41
Beckenried;Altdorf (UR);23
Beckenried;Schattdorf;20
Beckenried;Seelisberg;5
Beckenried;Andere Gemeinden;18
Beckenried;Schwyz;8
Beckenried;Andere Gemeinden;12
Beckenried;Alpnach;35
Beckenried;Engelberg;15
Beckenried;Giswil;5
Beckenried;Kerns;13
Beckenried;Sachseln;10
Beckenried;Sarnen;37
Beckenried;Beckenried;447
Beckenried;Buochs;90
Beckenried;Dallenwil;15
Beckenried;Emmetten;25
Beckenried;Ennetbürgen;39
Beckenried;Ennetmoos;11
Beckenried;Hergiswil (NW);47
Beckenried;Oberdorf (NW);47
Beckenried;Stans;351
Beckenried;Stansstad;57
Beckenried;Wolfenschiessen;19
Beckenried;Baar;14
Beckenried;Cham;8
Beckenried;Risch;14
Beckenried;Zug;19
Beckenried;Andere Gemeinden;5
Beckenried;Basel;13
Beckenried;Andere Gemeinden;7
Beckenried;Andere Gemeinden;12
Beckenried;Andere Gemeinden;19
Buochs;Kloten;8
Buochs;Zürich;32
Buochs;Andere Gemeinden;16
Buochs;Andere Gemeinden;17
Buochs;Emmen;43
Buochs;Hochdorf;5
Buochs;Inwil;6
Buochs;Rothenburg;15
Buochs;Adligenswil;5
Buochs;Buchrain;5
Buochs;Ebikon;14
Buochs;Horw;60
Buochs;Kriens;69
Buochs;Luzern;297
Buochs;Malters;5
Buochs;Root;13
Buochs;Sursee;7
Buochs;Andere Gemeinden;46
Buochs;Altdorf (UR);26
Buochs;Erstfeld;7
Buochs;Flüelen;7
Buochs;Schattdorf;11
Buochs;Andere Gemeinden;11
Buochs;Küssnacht (SZ);7
Buochs;Schwyz;12
Buochs;Andere Gemeinden;9
Buochs;Alpnach;15
Buochs;Engelberg;30
Buochs;Giswil;5
Buochs;Kerns;11
Buochs;Sachseln;41
Buochs;Sarnen;53
Buochs;Beckenried;81
Buochs;Buochs;678
Buochs;Dallenwil;27
Buochs;Emmetten;12
Buochs;Ennetbürgen;145
Buochs;Ennetmoos;19
Buochs;Hergiswil (NW);62
Buochs;Oberdorf (NW);111
Buochs;Stans;760
Buochs;Stansstad;63
Buochs;Wolfenschiessen;23
Buochs;Baar;10
Buochs;Cham;11
Buochs;Risch;7
Buochs;Zug;26
Buochs;Andere Gemeinden;7
Buochs;Andere Gemeinden;5
Buochs;Andere Gemeinden;6
Buochs;Andere Gemeinden;20
Buochs;Andere Gemeinden;17
Dallenwil;Zürich;6
Dallenwil;Emmen;10
Dallenwil;Ebikon;10
Dallenwil;Horw;15
Dallenwil;Kriens;13
Dallenwil;Luzern;84
Dallenwil;Andere Gemeinden;21
Dallenwil;Altdorf (UR);6
Dallenwil;Andere Gemeinden;10
Dallenwil;Andere Gemeinden;8
Dallenwil;Alpnach;10
Dallenwil;Engelberg;40
Dallenwil;Kerns;17
Dallenwil;Sachseln;8
Dallenwil;Sarnen;14
Dallenwil;Beckenried;13
Dallenwil;Buochs;30
Dallenwil;Dallenwil;221
Dallenwil;Ennetbürgen;32
Dallenwil;Ennetmoos;7
Dallenwil;Hergiswil (NW);19
Dallenwil;Oberdorf (NW);67
Dallenwil;Stans;212
Dallenwil;Stansstad;19
Dallenwil;Wolfenschiessen;38
Dallenwil;Baar;9
Dallenwil;Cham;8
Dallenwil;Zug;5
Dallenwil;Andere Gemeinden;7
Dallenwil;Andere Gemeinden;7
Dallenwil;Andere Gemeinden;20
Emmetten;Zürich;15
Emmetten;Andere Gemeinden;9
Emmetten;Bern;5
Emmetten;Emmen;8
Emmetten;Rothenburg;7
Emmetten;Buchrain;5
Emmetten;Ebikon;5
Emmetten;Horw;11
Emmetten;Kriens;17
Emmetten;Luzern;59
Emmetten;Andere Gemeinden;18
Emmetten;Seelisberg;14
Emmetten;Andere Gemeinden;10
Emmetten;Schwyz;5
Emmetten;Andere Gemeinden;8
Emmetten;Alpnach;16
Emmetten;Engelberg;6
Emmetten;Sarnen;13
Emmetten;Andere Gemeinden;9
Emmetten;Beckenried;41
Emmetten;Buochs;35
Emmetten;Dallenwil;7
Emmetten;Emmetten;164
Emmetten;Ennetbürgen;23
Emmetten;Hergiswil (NW);23
Emmetten;Oberdorf (NW);15
Emmetten;Stans;126
Emmetten;Stansstad;14
Emmetten;Wolfenschiessen;7
Emmetten;Zug;7
Emmetten;Andere Gemeinden;14
Emmetten;Andere Gemeinden;7
Emmetten;Andere Gemeinden;18
Emmetten;Andere Gemeinden;14
Ennetbürgen;Kloten;8
Ennetbürgen;Zürich;37
Ennetbürgen;Andere Gemeinden;26
Ennetbürgen;Bern;6
Ennetbürgen;Andere Gemeinden;15
Ennetbürgen;Emmen;52
Ennetbürgen;Rothenburg;14
Ennetbürgen;Ebikon;18
Ennetbürgen;Horw;42
Ennetbürgen;Kriens;62
Ennetbürgen;Luzern;292
Ennetbürgen;Malters;8
Ennetbürgen;Root;7
Ennetbürgen;Sursee;8
Ennetbürgen;Dagmersellen;5
Ennetbürgen;Andere Gemeinden;42
Ennetbürgen;Altdorf (UR);15
Ennetbürgen;Schattdorf;5
Ennetbürgen;Andere Gemeinden;11
Ennetbürgen;Küssnacht (SZ);5
Ennetbürgen;Schwyz;10
Ennetbürgen;Andere Gemeinden;12
Ennetbürgen;Alpnach;36
Ennetbürgen;Engelberg;18
Ennetbürgen;Kerns;15
Ennetbürgen;Lungern;5
Ennetbürgen;Sachseln;26
Ennetbürgen;Sarnen;57
Ennetbürgen;Beckenried;25
Ennetbürgen;Buochs;119
Ennetbürgen;Dallenwil;25
Ennetbürgen;Ennetbürgen;505
Ennetbürgen;Ennetmoos;25
Ennetbürgen;Hergiswil (NW);56
Ennetbürgen;Oberdorf (NW);62
Ennetbürgen;Stans;558
Ennetbürgen;Stansstad;57
Ennetbürgen;Wolfenschiessen;25
Ennetbürgen;Baar;19
Ennetbürgen;Cham;11
Ennetbürgen;Risch;21
Ennetbürgen;Steinhausen;8
Ennetbürgen;Zug;20
Ennetbürgen;Andere Gemeinden;12
Ennetbürgen;Andere Gemeinden;5
Ennetbürgen;Andere Gemeinden;20
Ennetbürgen;Andere Gemeinden;15
Ennetmoos;Zürich;6
Ennetmoos;Andere Gemeinden;8
Ennetmoos;Andere Gemeinden;5
Ennetmoos;Emmen;20
Ennetmoos;Rothenburg;15
Ennetmoos;Ebikon;8
Ennetmoos;Horw;17
Ennetmoos;Kriens;36
Ennetmoos;Luzern;123
Ennetmoos;Andere Gemeinden;37
Ennetmoos;Altdorf (UR);9
Ennetmoos;Andere Gemeinden;6
Ennetmoos;Andere Gemeinden;6
Ennetmoos;Alpnach;29
Ennetmoos;Engelberg;14
Ennetmoos;Kerns;21
Ennetmoos;Lungern;9
Ennetmoos;Sachseln;14
Ennetmoos;Sarnen;69
Ennetmoos;Beckenried;13
Ennetmoos;Buochs;35
Ennetmoos;Dallenwil;16
Ennetmoos;Ennetbürgen;19
Ennetmoos;Ennetmoos;175
Ennetmoos;Hergiswil (NW);25
Ennetmoos;Oberdorf (NW);31
Ennetmoos;Stans;296
Ennetmoos;Stansstad;41
Ennetmoos;Wolfenschiessen;7
Ennetmoos;Baar;5
Ennetmoos;Cham;12
Ennetmoos;Steinhausen;5
Ennetmoos;Zug;6
Ennetmoos;Andere Gemeinden;11
Ennetmoos;Andere Gemeinden;13
Hergiswil (NW);Kloten;8
Hergiswil (NW);Dübendorf;5
Hergiswil (NW);Zürich;76
Hergiswil (NW);Andere Gemeinden;51
Hergiswil (NW);Bern;21
Hergiswil (NW);Andere Gemeinden;19
Hergiswil (NW);Werthenstein;5
Hergiswil (NW);Emmen;82
Hergiswil (NW);Hitzkirch;5
Hergiswil (NW);Hochdorf;9
Hergiswil (NW);Rothenburg;16
Hergiswil (NW);Adligenswil;8
Hergiswil (NW);Ebikon;41
Hergiswil (NW);Gisikon;5
Hergiswil (NW);Horw;117
Hergiswil (NW);Kriens;126
Hergiswil (NW);Luzern;633
Hergiswil (NW);Malters;8
Hergiswil (NW);Meggen;6
Hergiswil (NW);Root;14
Hergiswil (NW);Oberkirch;5
Hergiswil (NW);Sursee;13
Hergiswil (NW);Dagmersellen;5
Hergiswil (NW);Andere Gemeinden;62
Hergiswil (NW);Altdorf (UR);8
Hergiswil (NW);Schattdorf;6
Hergiswil (NW);Küssnacht (SZ);6
Hergiswil (NW);Schwyz;9
Hergiswil (NW);Andere Gemeinden;9
Hergiswil (NW);Alpnach;22
Hergiswil (NW);Engelberg;13
Hergiswil (NW);Giswil;9
Hergiswil (NW);Kerns;11
Hergiswil (NW);Sachseln;20
Hergiswil (NW);Sarnen;63
Hergiswil (NW);Beckenried;15
Hergiswil (NW);Buochs;25
Hergiswil (NW);Dallenwil;9
Hergiswil (NW);Ennetbürgen;23
Hergiswil (NW);Ennetmoos;9
Hergiswil (NW);Hergiswil (NW);836
Hergiswil (NW);Oberdorf (NW);22
Hergiswil (NW);Stans;224
Hergiswil (NW);Stansstad;54
Hergiswil (NW);Wolfenschiessen;5
Hergiswil (NW);Baar;27
Hergiswil (NW);Cham;24
Hergiswil (NW);Hünenberg;12
Hergiswil (NW);Risch;35
Hergiswil (NW);Steinhausen;14
Hergiswil (NW);Zug;59
Hergiswil (NW);Andere Gemeinden;8
Hergiswil (NW);Olten;5
Hergiswil (NW);Andere Gemeinden;14
Hergiswil (NW);Basel;15
Hergiswil (NW);Andere Gemeinden;12
Hergiswil (NW);Andere Gemeinden;5
Hergiswil (NW);Andere Gemeinden;14
Hergiswil (NW);Aarau;8
Hergiswil (NW);Andere Gemeinden;41
Hergiswil (NW);Andere Gemeinden;20
Oberdorf (NW);Zürich;16
Oberdorf (NW);Andere Gemeinden;16
Oberdorf (NW);Andere Gemeinden;5
Oberdorf (NW);Emmen;16
Oberdorf (NW);Rothenburg;12
Oberdorf (NW);Buchrain;8
Oberdorf (NW);Ebikon;6
Oberdorf (NW);Horw;9
Oberdorf (NW);Kriens;41
Oberdorf (NW);Luzern;172
Oberdorf (NW);Malters;5
Oberdorf (NW);Sursee;6
Oberdorf (NW);Andere Gemeinden;28
Oberdorf (NW);Altdorf (UR);7
Oberdorf (NW);Andere Gemeinden;7
Oberdorf (NW);Andere Gemeinden;6
Oberdorf (NW);Alpnach;18
Oberdorf (NW);Engelberg;26
Oberdorf (NW);Kerns;18
Oberdorf (NW);Sachseln;10
Oberdorf (NW);Sarnen;47
Oberdorf (NW);Beckenried;18
Oberdorf (NW);Buochs;56
Oberdorf (NW);Dallenwil;41
Oberdorf (NW);Emmetten;5
Oberdorf (NW);Ennetbürgen;44
Oberdorf (NW);Ennetmoos;15
Oberdorf (NW);Hergiswil (NW);46
Oberdorf (NW);Oberdorf (NW);331
Oberdorf (NW);Stans;471
Oberdorf (NW);Stansstad;38
Oberdorf (NW);Wolfenschiessen;31
Oberdorf (NW);Baar;7
Oberdorf (NW);Cham;5
Oberdorf (NW);Hünenberg;7
Oberdorf (NW);Risch;6
Oberdorf (NW);Zug;11
Oberdorf (NW);Andere Gemeinden;5
Oberdorf (NW);Andere Gemeinden;15
Oberdorf (NW);Andere Gemeinden;16
Stans;Affoltern am Albis;7
Stans;Kloten;5
Stans;Zürich;52
Stans;Andere Gemeinden;30
Stans;Bern;9
Stans;Andere Gemeinden;11
Stans;Emmen;79
Stans;Hochdorf;8
Stans;Rothenburg;22
Stans;Dierikon;14
Stans;Ebikon;33
Stans;Horw;109
Stans;Kriens;118
Stans;Luzern;556
Stans;Malters;8
Stans;Meggen;7
Stans;Root;11
Stans;Oberkirch;6
Stans;Sursee;15
Stans;Dagmersellen;6
Stans;Andere Gemeinden;52
Stans;Altdorf (UR);20
Stans;Flüelen;7
Stans;Schattdorf;10
Stans;Andere Gemeinden;9
Stans;Küssnacht (SZ);7
Stans;Schwyz;14
Stans;Andere Gemeinden;20
Stans;Alpnach;73
Stans;Engelberg;42
Stans;Giswil;10
Stans;Kerns;38
Stans;Lungern;7
Stans;Sachseln;59
Stans;Sarnen;128
Stans;Beckenried;49
Stans;Buochs;79
Stans;Dallenwil;56
Stans;Emmetten;10
Stans;Ennetbürgen;60
Stans;Ennetmoos;45
Stans;Hergiswil (NW);124
Stans;Oberdorf (NW);92
Stans;Stans;1861
Stans;Stansstad;144
Stans;Wolfenschiessen;35
Stans;Baar;18
Stans;Cham;19
Stans;Hünenberg;9
Stans;Risch;27
Stans;Steinhausen;15
Stans;Zug;56
Stans;Andere Gemeinden;7
Stans;Zofingen;5
Stans;Andere Gemeinden;33
Stans;Andere Gemeinden;20
Stansstad;Kloten;6
Stansstad;Adliswil;7
Stansstad;Dietikon;7
Stansstad;Zürich;53
Stansstad;Andere Gemeinden;22
Stansstad;Bern;24
Stansstad;Andere Gemeinden;15
Stansstad;Werthenstein;6
Stansstad;Emmen;74
Stansstad;Rothenburg;12
Stansstad;Adligenswil;6
Stansstad;Buchrain;8
Stansstad;Ebikon;29
Stansstad;Horw;49
